ID,State,County,Region,BaySegment,Name,SubName,OtherName,cpntLongitude,cpntLatitude,YatesBar,AREA_AC,AREA_SQM,NOAACode,NOAAName,SiteType,DzKeyBar,SpatKeyBar,ReportRegion
BRCLP0,MD,TA,BROAD CREEK,CHOMH1,LONG POINT WOODS,,"LONG POINT,RIVER BAR,LONG POINT WOODS",-76.260011,38.705936,Y,305.6,1236708,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,,,BROAD CREEK
BRCMP0,MD,TA,BROAD CREEK,CHOMH1,MULBERRY POINT,,,-76.249447,38.745213,Y,129.67,524750,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCPC0,MD,TA,BROAD CREEK,CHOMH1,PIN CUSHION,,,-76.204794,38.735883,Y,40,161863,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCPO0,MD,TA,BROAD CREEK,CHOMH1,POMPES,,,-76.262989,38.745189,Y,17.36,70259,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCRO0,MD,TA,BROAD CREEK,CHOMH1,ROYSTON,,"ROSENS,ROSS ISLAND,ROSSIN ISLAND",-76.245194,38.685425,Y,1311.9,5309064,137,CHOPTANK RIVER BELOW CASTLEHAVEN,,Yes,Yes,BROAD CREEK
BRCSI0,MD,TA,BROAD CREEK,CHOMH1,SIMMONS,,,-76.266667,38.740304,,1.2,4865,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCUR0,MD,TA,BROAD CREEK,CHOMH1,UPPER ROLLS CREEK,,,-76.258048,38.782478,,1.2,4862,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCWF0,MD,TA,BROAD CREEK,CHOMH1,WILLEYS ISLAND FLATS,,,-76.23813,38.755693,Y,295.26,1194858,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCWI0,MD,TA,BROAD CREEK,CHOMH1,WILLEYS ISLAND,,LONG BAR,-76.227254,38.754516,Y,81.49,329764,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCWP0,MD,TA,BROAD CREEK,CHOMH1,WELL POINT,,"BIG POINT,GRACES CREEK,HURDLE HILL",-76.258747,38.746458,Y,30.84,124793,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
BRCYR0,MD,TA,BROAD CREEK,CHOMH1,YOUNG'S MINI REEF,,,-76.229833,38.769933,,0.0012,,537,BROAD CREEK (CHOPTANK RIVER TRIBUTARY),,,,BROAD CREEK
DOSDR0,MD,DO,DORCHESTER SHORE,CB4MH,DOMINION REEF AT THE GOOSES,,,-76.4154,38.5576,,7.32321,29636.1,027,CHESAPEAKE BAY NORTH OF COVE POINT TO AREA 127,,,,LOWER BAY EAST
DOSJP0,MD,DO,DORCHESTER SHORE,CB4MH,JAMES POINT,,"JAMES ISLAND,JAMES SHORE",-76.373994,38.54269,Y,1233.17,4990452,027,CHESAPEAKE BAY NORTH OF COVE POINT TO AREA 127,,,,LOWER BAY EAST
DOSND0,MD,DO,DORCHESTER SHORE,CB5MH,NEW DISCOVERY,,,-76.2775,38.300966,Y,177.43,718039,129,CHESAPEAKE BAY SOUTH OF COVE POINT AND EAST OF SHIP CHANNEL,,,,LOWER BAY EAST
DOSPI0,MD,DO,DORCHESTER SHORE,CB4MH,PUNCH ISLAND CREEK,,PUNCH ISLAND OUTSIDE/OFF,-76.316053,38.421383,Y,1781.04,7207607,027,CHESAPEAKE BAY NORTH OF COVE POINT TO AREA 127,,,,LOWER BAY EAST
DOSSP0,MD,DO,DORCHESTER SHORE,CB5MH,STONE PILE,,,-76.28023,38.341188,Y,86.33,349353,129,CHESAPEAKE BAY SOUTH OF COVE POINT AND EAST OF SHIP CHANNEL,,,,LOWER BAY EAST
DOSTR0,MD,DO,DORCHESTER SHORE,CB4MH,TRAVERS,,,-76.361444,38.491416,Y,248.35,1005041,027,CHESAPEAKE BAY NORTH OF COVE POINT TO AREA 127,,,,LOWER BAY EAST
EBNBE0,MD,QA,EASTERN BAY NORTH,EASMH,BALD EAGLE,,STONE CREEK,-76.23549,38.899655,Y,277.9,1124637,039,EASTERN BAY,,,,EASTERN BAY
EBNBE1,MD,QA,EASTERN BAY NORTH,EASMH,BALD EAGLE ADD 1,ADDITION 1,,-76.238908,38.889945,,89.33,361509,039,EASTERN BAY,,,,EASTERN BAY
EBNBE2,MD,QA,EASTERN BAY NORTH,EASMH,BALD EAGLE ADD 2,ADDITION 2,,-76.248292,38.897957,,635.77,2572870,039,EASTERN BAY,,,,EASTERN BAY
EBNBE3,MD,QA,EASTERN BAY NORTH,EASMH,BALD EAGLE ADD 3,ADDITION 3,,-76.237945,38.911667,,148.6,601353,039,EASTERN BAY,,,,EASTERN BAY
EBNBG0,MD,QA,EASTERN BAY NORTH,EASMH,BUGBY,,"BUSBY STONEPILE,STANLEY REEF",-76.221222,38.882164,Y,1112.9,4503736,039,EASTERN BAY,,Yes,,EASTERN BAY
EBNBH0,MD,QA,EASTERN BAY NORTH,EASMH,BUNKER HILL,,,-76.329572,38.885112,Y,31.12,125947,039,EASTERN BAY,,,,EASTERN BAY
EBNBI0,MD,QA,EASTERN BAY NORTH,EASMH,BIBBY,,,-76.2529,38.931435,Y,100.12,405156,039,EASTERN BAY,,,,EASTERN BAY
EBNBN0,MD,QA,EASTERN BAY NORTH,EASMH,BATTS NECK,,PHILBERTS,-76.318465,38.903939,Y,299.39,1211582,039,EASTERN BAY,,,,EASTERN BAY
EBNBO0,MD,QA,EASTERN BAY NORTH,EASMH,BODKIN ISLAND,,BODKIN ROCK,-76.275698,38.905097,Y,130.48,528030,039,EASTERN BAY,,,,EASTERN BAY
EBNBR0,MD,QA,EASTERN BAY NORTH,EASMH,BRICK HOUSE HILL,,WILDGROUND,-76.321394,38.883458,Y,34.61,140069,039,EASTERN BAY,,,,EASTERN BAY
EBNBS0,MD,QA,EASTERN BAY NORTH,EASMH,BODKIN SHOALS,,"BODKIN SANDS,BODKIN SHELL PLANT,CENTERFIELD,LONG MARSH,MIDDLE BLOCK",-76.297398,38.879849,Y,1631.72,6603346,039,EASTERN BAY,,,,EASTERN BAY
EBNBS1,MD,QA,EASTERN BAY NORTH,EASMH,BODKIN SHOALS ADD 1,ADDITION 1,BODKIN SHOALS WATER,-76.280143,38.886137,,226.75,917609,039,EASTERN BAY,,,,EASTERN BAY
EBNBU0,MD,QA,EASTERN BAY NORTH,EASMH,BUCKHORN,,,-76.24987,38.96476,Y,40.71,164762,039,EASTERN BAY,,,,EASTERN BAY
EBNCA0,MD,QA,EASTERN BAY NORTH,EASMH,CRAB ALLEY LUMPS,,"BRIGHTS,CRAB ALLEY CREEK,INSIDE ROCK,LITTLE ISLAND,LUMPS,TURKEY POINT",-76.273167,38.925542,Y,397.88,1610168,039,EASTERN BAY,,,,EASTERN BAY
EBNCC0,MD,QA,EASTERN BAY NORTH,EASMH,CABIN CREEK,,,-76.221486,38.935351,Y,511.21,2068777,039,EASTERN BAY,,,,EASTERN BAY
EBNCI0,MD,QA,EASTERN BAY NORTH,EASMH,CEDAR ISLAND,,LITTLE ISLAND,-76.288533,38.920772,Y,427.82,1731341,039,EASTERN BAY,,,,EASTERN BAY
EBNCN0,MD,QA,EASTERN BAY NORTH,EASMH,COX NECK,,,-76.286597,38.908805,Y,405.19,1639735,039,EASTERN BAY,,,,EASTERN BAY
EBNCO0,MD,,EASTERN BAY NORTH,EASMH,COOVER MINI REEF,,,-76.28595,38.944417,,0.0012,,039,EASTERN BAY,,,,EASTERN BAY
EBNDO0,MD,QA,EASTERN BAY NORTH,EASMH,DOMINION,,,-76.24982,38.936072,Y,217.92,881906,039,EASTERN BAY,,,,EASTERN BAY
EBNES0,MD,QA,EASTERN BAY NORTH,EASMH,ERICKSON SANDS,,ERICKSON SANDS,-76.310444,38.912817,Y,128.94,521790,039,EASTERN BAY,,,,EASTERN BAY
EBNGC0,MD,QA,EASTERN BAY NORTH,EASMH,GREEVES COVE,,,-76.339013,38.910519,Y,52.26,211495,039,EASTERN BAY,,,,EASTERN BAY
EBNGW0,MD,QA,EASTERN BAY NORTH,EASMH,GREENWOOD CREEK,,"CORNFIELD POINT,GREENERS CREEK,GREENS CREEK,GREENWICH CREEK",-76.20265,38.888061,Y,8.09,32747,039,EASTERN BAY,,,,EASTERN BAY
EBNHB0,MD,,EASTERN BAY NORTH,EASMH,HORSEHEAD BREAKWATER,,,-76.220889,38.94549,,0.25,,039,EASTERN BAY,Sanctuary,,,EASTERN BAY
EBNHI0,MD,QA,EASTERN BAY NORTH,EASMH,HOG ISLAND,,"HOG BAY HILL,HOG ISLAND MUDS",-76.247375,38.959035,Y,62.25,251931,039,EASTERN BAY,,,,EASTERN BAY
EBNHN0,MD,QA,EASTERN BAY NORTH,EASMH,HOLLICUTTS NOOSE,,,-76.348435,38.84756,,862.49,3490356,039,EASTERN BAY,,Yes,Yes,EASTERN BAY
EBNHO0,MD,QA,EASTERN BAY NORTH,EASMH,HOOD,,"HOOD POINT,HOODS BAR",-76.232239,38.929539,Y,574.71,2325773,039,EASTERN BAY,,,,EASTERN BAY
EBNHR0,MD,,EASTERN BAY NORTH,EASMH,HORSEHEAD REEF BALLS,,,-76.220889,38.94549,,,,039,EASTERN BAY,Sanctuary,,,EASTERN BAY
EBNIC0,MD,QA,EASTERN BAY NORTH,EASMH,ISLAND COVE,,WAREHOUSE CREEK,-76.322407,38.944564,Y,85.56,346265,039,EASTERN BAY,,,,EASTERN BAY
EBNJH0,MD,QA,EASTERN BAY NORTH,EASMH,JONES HOLE,,"CLARK BAR,OLD POINT",-76.314267,38.928873,Y,72.93,295124,039,EASTERN BAY,,,,EASTERN BAY
EBNJI0,MD,QA,EASTERN BAY NORTH,EASMH,JOHNSON ISLAND,,"BIG ISLAND,BIG ISLAND NARROWS",-76.278611,38.928979,Y,127.56,516227,039,EASTERN BAY,,,,EASTERN BAY
EBNLP0,MD,QA,EASTERN BAY NORTH,EASMH,LONG POINT,,"ROMANCOKE,SECOND KENT",-76.325462,38.867177,Y,249.47,1009559,039,EASTERN BAY,,,,EASTERN BAY
EBNMA0,MD,QA,EASTERN BAY NORTH,EASMH,MATTAPEX,,,-76.331189,38.911995,Y,124.2,502626,039,EASTERN BAY,,,,EASTERN BAY
EBNMB0,MD,QA,EASTERN BAY NORTH,EASMH,MIDDLE BLOCK,,FIRST ROCK,-76.30409,38.893863,Y,189.85,768303,039,EASTERN BAY,,,,EASTERN BAY
EBNMH0,MD,QA,EASTERN BAY NORTH,EASMH,MILL HILL,,"RED BANKS,YELLOW BANKS",-76.218038,38.901616,Y,355.95,1440460,039,EASTERN BAY,,,,EASTERN BAY
EBNNF0,MD,QA,EASTERN BAY NORTH,EASMH,NORMANS FINE EYES,,,-76.267037,38.911529,Y,350.43,1418138,039,EASTERN BAY,,,,EASTERN BAY
EBNNM0,MD,QA,EASTERN BAY NORTH,EASMH,NORMANS MARSH,,,-76.244037,38.92575,Y,202.29,818637,039,EASTERN BAY,,,,EASTERN BAY
EBNNM1,MD,QA,EASTERN BAY NORTH,EASMH,NORMANS MARSH ADD 1,ADDITION 1,,-76.242786,38.917985,,83.98,339848,039,EASTERN BAY,,,,EASTERN BAY
EBNPC0,MD,,EASTERN BAY NORTH,EASMH,PEAKE'S MINI REEF,,,-76.309367,38.93305,,0.0012,,039,EASTERN BAY,Sanctuary,,,EASTERN BAY
EBNPH0,MD,QA,EASTERN BAY NORTH,EASMH,PEA HILL,,,-76.308527,38.919515,Y,116.52,471560,039,EASTERN BAY,,,,EASTERN BAY
EBNPI0,MD,QA,EASTERN BAY NORTH,EASMH,PARSONS ISLAND,,,-76.262796,38.901805,Y,338.82,1371142,039,EASTERN BAY,,Yes,Yes,EASTERN BAY
EBNPM0,MD,QA,EASTERN BAY NORTH,EASMH,POND MARSH,,,-76.314209,38.937463,Y,149.93,606763,039,EASTERN BAY,,,,EASTERN BAY
EBNPN0,MD,QA,EASTERN BAY NORTH,EASMH,PARSONS ISLAND NARROWS,,,-76.24558,38.917231,Y,162.15,656209,039,EASTERN BAY,,,,EASTERN BAY
EBNPN1,MD,QA,EASTERN BAY NORTH,EASMH,PARSONS ISLAND NARROWS ADD 1,ADDITION 1,,-76.254733,38.91639,,132.8,537427,039,EASTERN BAY,,,,EASTERN BAY
EBNPP0,MD,QA,EASTERN BAY NORTH,EASMH,PROSPECT POINT,,,-76.205308,38.882811,Y,29.15,117966,039,EASTERN BAY,,,,EASTERN BAY
EBNPR0,MD,QA,EASTERN BAY NORTH,EASMH,PROSPECT,,,-76.240894,38.946455,Y,115.72,468300,039,EASTERN BAY,,,,EASTERN BAY
EBNPT0,MD,QA,EASTERN BAY NORTH,EASMH,PINE TREE,,,-76.332321,38.895422,Y,9.37,37915,039,EASTERN BAY,,,,EASTERN BAY
EBNRM0,MD,QA,EASTERN BAY NORTH,EASMH,RINGOLD MIDDLEGROUND,,RINGOLD,-76.309139,38.904139,Y,241.44,977072,039,EASTERN BAY,,,,EASTERN BAY
EBNRN0,MD,TA,EASTERN BAY NORTH,EASMH,RICH NECK,,"BLACK BUOY,BUOY ROCK",-76.287687,38.864462,Y,161.5,653561,039,EASTERN BAY,,,,EASTERN BAY
EBNRO0,MD,QA,EASTERN BAY NORTH,EASMH,ROOKS,,,-76.309565,38.94406,Y,112.58,455605,039,EASTERN BAY,,,,EASTERN BAY
EBNSC0,MD,QA,EASTERN BAY NORTH,EASMH,SHIPPING CREEK,,,-76.330647,38.9051,Y,108.52,439146,039,EASTERN BAY,,,,EASTERN BAY
EBNSM0,MD,QA,EASTERN BAY NORTH,EASMH,SAW MILL CREEK,,"COLLIERS ROCK,COLLYER ROCK",-76.218527,38.915168,Y,927.61,3753902,039,EASTERN BAY,,,,EASTERN BAY
EBNSP0,MD,QA,EASTERN BAY NORTH,EASMH,SANDY POINT,,"GOODMANS CREEK,KIRWAN CREEK,GOOD HANDS CREEK",-76.255084,38.96028,Y,87.11,352529,039,EASTERN BAY,,,,EASTERN BAY
EBNST0,MD,QA,EASTERN BAY NORTH,EASMH,STEVENS,,STEVENSON SHORE,-76.316535,38.923038,Y,66.61,269580,039,EASTERN BAY,,,,EASTERN BAY
EBNTH0,MD,QA,EASTERN BAY NORTH,EASMH,THOMPSONS,,,-76.312111,38.953498,Y,124.37,503313,039,EASTERN BAY,,,,EASTERN BAY
EBNTP0,MD,QA,EASTERN BAY NORTH,EASMH,TURKEY POINT,,"BIKEN BAR,BIKEN MUD,INSIDE ROCK",-76.292458,38.894756,Y,301.61,1220578,039,EASTERN BAY,,,,EASTERN BAY
EBNWC0,MD,QA,EASTERN BAY NORTH,EASMH,WELL COVE,,,-76.242467,38.962004,Y,148.7,601782,039,EASTERN BAY,,,,EASTERN BAY
EBNWG0,MD,QA,EASTERN BAY NORTH,EASMH,WILD GROUND,,,-76.317697,38.893282,Y,532.23,2153847,039,EASTERN BAY,,,Yes,EASTERN BAY
EBNWW0,MD,QA,EASTERN BAY NORTH,EASMH,WALTER WHITE,,,-76.246897,38.948544,Y,264.79,1071562,039,EASTERN BAY,,,,EASTERN BAY
EBSFB0,MD,TA,EASTERN BAY SOUTH,EASMH,FERRY BASIN,,,-76.275832,38.855474,,176.85,715692,039,EASTERN BAY,,,,EASTERN BAY
EBSLP0,MD,TA,EASTERN BAY SOUTH,EASMH,LOWS POINT,,LOWES POINT,-76.334443,38.796573,Y,915.08,3703188,027,CHESAPEAKE BAY NORTH OF COVE POINT TO AREA 127,,,,EASTERN BAY
EBSMD0,MD,TA,EASTERN BAY SOUTH,EASMH,MARYS DELIGHT,,COOPERS HOLLOW,-76.320736,38.820428,Y,137.93,558168,027,CHESAPEAKE BAY NORTH OF COVE POINT TO AREA 127,,,,EASTERN BAY
EBSSM0,MD,TA,EASTERN BAY SOUTH,EASMH,SEDGE MARSH,,,-76.293315,38.849414,Y,62.15,251513,039,EASTERN BAY,,,,EASTERN BAY
EBSTP0,MD,TA,EASTERN BAY SOUTH,EASMH,TILGHMANS POINT,,"BUOY,PEAR TREE",-76.263562,38.867975,Y,264.83,1071717,039,EASTERN BAY,,,,EASTERN BAY
EBSUH0,MD,TA,EASTERN BAY SOUTH,EASMH,UPPER HILL,,,-76.253203,38.866396,Y,16.93,68511,039,EASTERN BAY,,,,EASTERN BAY
EBSWP0,MD,TA,EASTERN BAY SOUTH,EASMH,WADES POINT,,CLAIBORNE,-76.30759,38.841258,Y,280.46,1134983,039,EASTERN BAY,,,,EASTERN BAY
ECBPO0,MD,DO,EAST CHES B. - S. OF COVE PT,,PONS POINT,,,,,,,,127,,,,,
FIBBH0,MD,DO,FISHING BAY,FSBMH,BISHOPS HEAD,,,-76.033061,38.229867,,390.61,1580763,043,FISHING BAY,,,,FISHING BAY
FIBBU0,MD,DO,FISHING BAY,FSBMH,BUNGAY,,,-76.010141,38.28706,Y,369.32,1494591,043,FISHING BAY,,,,FISHING BAY
FIBBU1,MD,DO,FISHING BAY,FSBMH,BUNGAY ADD 1,ADDITION 1,,-76.000842,38.288019,,959.25,3881953,043,FISHING BAY,,,,FISHING BAY
FIBCI0,MD,DO,FISHING BAY,FSBMH,CLAY ISLAND,,"BIRTH BAR,CLAY POINT",-75.98215,38.234647,Y,396,1602536,043,FISHING BAY,,,Yes,FISHING BAY
FIBCI1,MD,DO,FISHING BAY,FSBMH,CLAY ISLAND ADD 1,ADDITION 1,,-75.96861,38.240969,,682.72,2762853,043,FISHING BAY,,,,FISHING BAY
FIBDI0,MD,DO,FISHING BAY,FSBMH,DUCK ISLAND,,,-75.998811,38.270333,Y,281.47,1139056,043,FISHING BAY,,,,FISHING BAY
FIBDI1,MD,DO,FISHING BAY,FSBMH,DUCK ISLAND ADD 1,ADDITION 1,,-76.007818,38.267439,,411.73,1666218,043,FISHING BAY,,,,FISHING BAY
FIBEV0,MD,DO,FISHING BAY,FSBMH,EVANS,,"BILL HILL,EVANS SHOAL,GREAT SHOAL",-76.007764,38.252072,Y,1000.37,4048352,043,FISHING BAY,,,,FISHING BAY
FIBEV1,MD,DO,FISHING BAY,FSBMH,EVANS ADD 1,ADDITION 1,,-75.983904,38.258091,,1192.35,4825266,043,FISHING BAY,,,,FISHING BAY
FIBFC0,MD,DO,FISHING BAY,FSBMH,FARM CREEK,,,-76.041144,38.304378,,808.06,3270098,043,FISHING BAY,,,,FISHING BAY
FIBFR0,MD,DO,FISHING BAY,FSBMH,FLAT ROCK,,POINT NO POINT,-76.008111,38.327008,Y,184.3,745847,043,FISHING BAY,,,,FISHING BAY
FIBGC0,MD,DO,FISHING BAY,FSBMH,GOOSE CREEK,,,-76.020799,38.26729,Y,756.77,3062547,043,FISHING BAY,,Yes,Yes,FISHING BAY
FIBGC1,MD,DO,FISHING BAY,FSBMH,GOOSE CREEK ADD 1,ADDITION 1,,-76.031971,38.271013,,47.62,192694,043,FISHING BAY,,,,FISHING BAY
FIBGC2,MD,DO,FISHING BAY,FSBMH,GOOSE CREEK ADD 2,ADDITION 2,,-76.018551,38.281027,,328.2,1328191,043,FISHING BAY,,,,FISHING BAY
FIBHI0,MD,DO,FISHING BAY,FSBMH,HILL,,HILL ROCK,-76.024694,38.315588,Y,75.14,304089,043,FISHING BAY,,,,FISHING BAY
FIBHI1,MD,DO,FISHING BAY,FSBMH,HILL ADD 1,ADDITION 1,,-76.023799,38.313511,,188.65,763433,043,FISHING BAY,,,,FISHING BAY
FIBHW0,MD,DO,FISHING BAY,FSBMH,HALF WAY MARK,,"CHANNEL HILL,CHANNEL ROCK,PATCHES",-76.013177,38.320694,Y,101.21,409569,043,FISHING BAY,,,,FISHING BAY
FIBOH0,MD,DO,FISHING BAY,FSBMH,OLD HOUSE,,OLD HOUSE ROCK,-76.029439,38.298965,Y,130.9,529735,043,FISHING BAY,,,,FISHING BAY
FIBOH1,MD,DO,FISHING BAY,FSBMH,OLD HOUSE ADD 1,ADDITION 1,,-76.022766,38.300599,,488.82,1978202,043,FISHING BAY,,,,FISHING BAY
FIBPO0,MD,DO,FISHING BAY,FSBMH,POINT,,POINT ROCK,-76.022025,38.310832,Y,10.21,41311,043,FISHING BAY,,,,FISHING BAY
FIBRE0,MD,DO,FISHING BAY,FSBMH,ROASTING EAR POINT,,,-76.023085,38.287351,,181.91,736178,043,FISHING BAY,,,,FISHING BAY
FIBSS0,MD,DO,FISHING BAY,FSBMH,SAND SHOAL,,,-76.011036,38.235237,Y,738.11,2987026,043,FISHING BAY,,,,FISHING BAY
